Stationid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
"349",24,14,9,4,6,25,57,149,333,236,119,72,77,105,90,120,96,100,146,154,129,85,40,38
"3043",4,5,2,1,0,3,0,4,34,27,13,18,13,11,16,23,15,8,19,15,7,4,8,9
"3150",9,4,5,0,2,19,118,355,478,139,89,78,76,69,81,62,82,128,111,92,63,54,33,26
"3122",8,4,0,0,12,2,20,61,51,44,34,35,42,40,32,45,32,54,55,57,35,24,16,23
"289",3,4,3,3,1,5,19,50,89,54,26,31,25,18,21,20,27,20,19,13,10,11,6,7
"2003",53,19,10,6,12,45,185,372,476,241,194,225,223,204,200,211,271,349,340,283,270,131,112,70
"174",22,8,1,1,13,17,89,250,477,258,150,110,110,104,130,164,159,228,261,211,189,78,50,29
"417",37,21,6,4,12,17,90,265,568,504,227,185,226,213,226,278,346,769,691,357,214,130,94,50
"3142",32,12,9,7,22,37,90,115,121,132,139,129,155,156,176,214,236,422,380,352,224,148,90,85
"3223",21,4,3,1,3,5,44,94,253,168,94,116,123,163,232,129,305,565,238,104,69,38,38,29
"426",54,21,8,7,7,57,181,430,719,458,413,550,633,654,677,839,869,1529,1539,1125,754,436,258,110
"437",19,13,8,1,3,6,9,32,82,54,48,38,49,42,50,72,66,84,146,123,79,54,54,23
"502",3,8,2,2,13,28,139,304,352,170,111,116,126,131,137,161,158,228,203,145,100,56,31,14
"2022",3,9,1,1,1,10,21,58,102,76,59,40,34,41,55,55,123,77,69,81,42,26,24,13
