Stationid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
"315",12,17,7,1,1,6,58,178,748,738,293,194,259,346,301,308,465,643,669,409,219,142,82,32
"276",26,12,11,4,2,7,35,102,171,187,143,131,144,167,155,139,155,224,244,180,146,97,55,48
"249",20,10,11,4,1,3,51,211,196,163,98,81,95,80,81,94,85,127,148,116,57,56,47,25
"2012",27,13,11,4,22,129,322,316,385,332,175,122,166,157,140,147,110,179,180,121,81,76,65,67
"223",53,32,16,16,8,9,64,132,208,201,199,260,235,271,245,251,344,416,478,384,249,195,143,92
"507",107,38,37,17,6,18,74,131,335,229,183,193,220,247,231,255,338,565,556,407,365,275,201,142
"3292",14,5,0,1,1,5,30,50,92,67,83,107,146,145,202,163,161,204,172,109,76,21,17,14
"522",8,5,2,4,3,55,157,302,164,141,112,129,184,181,160,186,174,124,140,99,74,26,28,9
"3323",35,33,16,7,5,3,10,16,61,62,55,69,86,113,107,142,156,184,207,208,173,124,100,71
"248",2,5,1,0,0,8,23,52,164,187,89,71,66,78,96,83,93,111,84,85,41,32,18,11
"440",17,10,9,2,2,30,164,339,417,234,136,138,196,200,205,181,212,268,227,133,77,57,32,27
"466",38,21,17,4,7,18,99,279,739,734,318,244,308,314,294,311,359,526,446,321,221,158,121,71
"264",42,19,11,16,8,18,53,159,313,190,79,82,91,129,109,125,153,186,234,180,175,117,96,69
"346",42,16,15,8,9,4,12,72,126,150,134,209,246,237,226,292,273,379,461,362,262,144,94,83
"480",61,36,18,11,3,15,91,203,121,164,134,155,160,182,228,200,285,492,462,368,246,215,186,99
"3137",8,7,2,1,0,22,44,104,144,182,236,290,347,333,377,342,368,389,438,355,171,77,29,18
"301",62,28,9,7,6,2,20,59,111,110,138,163,207,218,260,260,354,556,628,445,372,303,184,106
"3536",10,8,2,1,1,1,2,16,86,51,47,41,51,55,56,64,75,86,81,56,69,42,29,19
"281",21,10,8,18,3,86,133,580,1380,1150,446,359,417,467,487,467,522,509,447,255,204,103,87,48
"3397",8,2,0,2,0,2,13,22,61,61,52,50,83,74,73,79,73,93,100,76,37,33,23,12
"3176",41,17,12,13,5,8,35,75,82,88,101,72,103,105,118,128,170,268,349,286,216,147,106,89
"3255",44,35,19,11,10,32,121,216,289,280,207,169,248,293,283,271,312,467,476,385,216,178,136,123
"3533",17,9,4,3,3,3,7,24,51,45,34,48,39,47,41,49,89,86,98,91,66,50,43,32
"536",39,26,19,11,14,127,376,320,385,512,231,192,181,226,205,247,212,242,324,257,162,108,85,91
"311",68,33,20,11,13,27,31,66,149,135,161,110,167,159,175,169,223,294,307,383,302,212,166,117
"3466",38,24,4,8,3,57,200,367,477,190,200,218,294,271,313,297,312,329,275,159,95,77,54,32
"417",35,20,22,23,17,22,149,260,643,485,278,209,234,297,293,269,392,623,592,320,234,129,89,56
"3162",24,16,13,3,6,22,36,69,65,77,64,85,106,111,105,110,184,227,268,228,164,104,66,49
